Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
Shop{id=1, weight=4.0, name='Машина'}
